"Town","FIPS","Year","Abused Substance","Outcome","Measure Type","Variable","Value"
"Pomfret",901561030,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Portland",900761800,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Preston",901162150,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",8
"Prospect",900962290,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Putnam",901562710,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Redding",900163480,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Ridgefield",900163970,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Rocky Hill",900365370,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",11
"Roxbury",900565930,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Salem",901166210,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Salisbury",900566420,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Scotland",901567400,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Seymour",900967610,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",18
"Sharon",900567960,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Shelton",900168170,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"Sherman",900168310,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Simsbury",900368940,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Somers",901369220,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"South Windsor",900371390,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Southbury",900969640,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",13
"Southington",900370550,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",27
"Sprague",901171670,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Stafford",901372090,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Stamford",900173070,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",61
"Sterling",901573420,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Stonington",901173770,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",23
"Stratford",900174190,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",34
"Suffield",900374540,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Thomaston",900575730,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Thompson",901575870,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",16
"Tolland",901376290,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Torrington",900576570,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Trumbull",900177200,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",18
"Union",901377830,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Vernon",901378250,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",27
"Voluntown",901178600,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Wallingford",900978740,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",51
"Warren",900579510,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Washington",900579720,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Waterbury",900980070,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",44
"Waterford",901180280,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Watertown",900580490,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",20
"West Hartford",900382590,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",51
"West Haven",900982870,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",16
"Westbrook",900781680,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Weston",900183430,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Westport",900183500,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",20
"Wethersfield",900384900,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",25
"Willington",901385950,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",8
"Wilton",900186370,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Winchester",900586440,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Windham",901586790,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",20
"Windsor",900387000,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",13
"Windsor Locks",900387070,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"Wolcott",900987560,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"Woodbridge",900987700,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Woodbury",900587910,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"Woodstock",901588190,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Lower Fairfield County Regional Action Council",9000000000011,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",129
"Mid-Fairfield Substance Abuse Coalition",9000000000012,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",80
"Regional Youth/Adult Social Action Project",9000000000014,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",146
"South Central CT Substance Abuse Council",9000000000015,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",199
"Greater Valley Substance Abuse Action Council",9000000000016,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",209
"Middlesex County Substance Abuse Action Council",9000000000017,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",104
"Northeast Communities Against Substance Abuse",9000000000018,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",157
"Southeastern Regional Action Council",9000000000019,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",278
"East of the River Action for Substance Elimination",9000000000020,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",262
"Capitol Area Substance Abuse Council",9000000000021,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",273
"Substance Abuse Action Council",9000000000022,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",202
"Housatonic Valley Coalition Against Substance Abuse",9000000000023,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",100
"Central Naugatuck Valley Regional Action Council",9000000000024,2009,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",139
"Andover",901301080,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Ansonia",900901220,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Ashford",901501430,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Avon",900302060,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Barkhamsted",900502760,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"Beacon Falls",900903250,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Berlin",900304300,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",24
"Bethany",900904580,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Bethel",900104720,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",17
"Bethlehem",900504930,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Bloomfield",900305910,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",8
"Bolton",901306260,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Bozrah",901106820,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Branford",900907310,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",25
"Bridgeport",900108070,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",31
"Bridgewater",900508210,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Bristol",900308490,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",55
"Brookfield",900108980,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Brooklyn",901509190,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",8
"Burlington",900310100,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Canaan",900510940,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Canterbury",901512130,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Canton",900312270,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",8
"Chaplin",901513810,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Cheshire",900914160,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Chester",900714300,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Clinton",900715350,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",9
"Colchester",901115910,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",14
"Colebrook",900516050,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Columbia",901316400,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Connecticut",9,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2250
"Cornwall",900517240,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Coventry",901317800,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",9
"Cromwell",900718080,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",13
"Danbury",900118500,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",41
"Darien",900118850,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",15
"Deep River",900719130,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Derby",900919550,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Durham",900720810,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"East Granby",900322070,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"East Haddam",900722280,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"East Hampton",900722490,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",9
"East Hartford",900322630,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",41
"East Haven",900922910,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",15
"East Lyme",901123400,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",14
"East Windsor",900324800,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",15
"Eastford",901521860,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Easton",900123890,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Ellington",901325360,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Enfield",900325990,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",39
"Essex",900726270,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Fairfield",900126620,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",44
"Farmington",900327600,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",38
"Franklin",901129910,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Glastonbury",900331240,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",22
"Goshen",900532290,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Granby",900332640,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Greenwich",900133620,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",35
"Griswold",901133900,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"Groton",901134250,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",27
"Guilford",900934950,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",18
"Haddam",900735230,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Hamden",900935650,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",17
"Hampton",901536000,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Hartford",900337070,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",68
"Hartland",900337140,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Harwinton",900537280,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Hebron",901337910,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Kent",900540290,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Killingly",901540500,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",14
"Killingworth",900740710,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Lebanon",901142390,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",8
"Ledyard",901142600,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Lisbon",901143230,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Litchfield",900543370,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Lyme",901144210,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Madison",900944560,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"Manchester",900344700,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",41
"Mansfield",901344910,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",21
"Marlborough",900345820,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Meriden",900946520,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",45
"Middlebury",900946940,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Middlefield",900747080,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Middletown",900747360,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",14
"Milford",900947535,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",36
"Monroe",900148620,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Montville",901148900,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",26
"Morris",900549460,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Naugatuck",900949950,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",22
"New Britain",900350440,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",46
"New Canaan",900150580,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"New Fairfield",900150860,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"New Hartford",900551350,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"New Haven",900952070,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",77
"New London",901152350,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",35
"New Milford",900552630,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"Newington",900352140,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",13
"Newtown",900152980,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Norfolk",900553470,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"North Branford",900953890,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"North Canaan",900554030,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"North Haven",900954870,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",22
"North Stonington",901155500,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",8
"Norwalk",900156060,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",32
"Norwich",901156270,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",69
"Old Lyme",901157040,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Old Saybrook",900757320,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Orange",900957600,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",11
"Oxford",900958300,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Plainfield",901559980,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",23
"Plainville",900360120,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",17
"Plymouth",900560750,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Pomfret",901561030,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Portland",900761800,2010,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
